om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
1,2007,01,05,2007-01-05,09:55:00,3,GA,13,1,1.0,0,0,0.0,0.0,33.71,-84.7,0.0,0.0,0,0,0,0,0,97,0,0,0
2,2007,01,05,2007-01-05,11:32:00,3,GA,13,2,0.88,0,0,0.0,0.0,33.97,-83.6,0.0,0.0,0,0,0,0,0,13,0,0,0
3,2007,01,05,2007-01-05,16:03:00,3,GA,13,3,0.75,0,0,0.0,0.0,31.23,-82.47,0.0,0.0,0,0,0,0,0,299,0,0,0
4,2007,01,07,2007-01-07,16:05:00,3,AL,1,1,1.75,0,0,0.0,0.0,32.7,-85.78,0.0,0.0,0,0,0,0,0,123,0,0,0
5,2007,02,01,2007-02-01,17:05:00,3,FL,12,1,1.0,0,0,0.0,0.0,28.9,-82.57,0.0,0.0,0,0,0,0,0,17,0,0,0
6,2007,02,11,2007-02-11,21:36:00,3,AZ,4,1,0.75,0,0,0.0,0.0,34.73,-112.45,0.0,0.0,0,0,0,0,0,25,0,0,0
7,2007,02,12,2007-02-12,10:55:00,3,TX,48,1,0.88,0,0,0.002,0.0,31.04,-95.15,0.0,0.0,0,0,0,0,0,455,0,0,0
8,2007,02,12,2007-02-12,13:00:00,3,TX,48,2,0.75,0,0,0.0,0.0,30.13,-94.4,0.0,0.0,0,0,0,0,0,199,0,0,0
9,2007,02,12,2007-02-12,20:30:00,3,TX,48,3,0.75,0,0,0.0,0.0,30.12,-94.02,0.0,0.0,0,0,0,0,0,361,0,0,0
10,2007,02,12,2007-02-12,20:41:00,3,TX,48,4,1.0,0,0,0.0,0.0,30.12,-94.02,0.0,0.0,0,0,0,0,0,361,0,0,0
11,2007,02,13,2007-02-13,01:15:00,3,LA,22,1,1.75,0,0,0.0,0.0,30.0,-91.82,0.0,0.0,0,0,0,0,0,45,0,0,0
13,2007,02,13,2007-02-13,01:30:00,3,LA,22,3,0.88,0,0,0.0,0.0,30.68,-92.27,0.0,0.0,0,0,0,0,0,39,0,0,0
12,2007,02,13,2007-02-13,01:30:00,3,LA,22,2,0.88,0,0,0.0,0.0,30.45,-92.36,0.0,0.0,0,0,0,0,0,1,0,0,0
14,2007,02,13,2007-02-13,01:50:00,3,LA,22,4,0.88,0,0,0.0,0.0,30.65,-92.27,0.0,0.0,0,0,0,0,0,39,0,0,0
15,2007,02,13,2007-02-13,02:13:00,3,LA,22,5,1.0,0,0,0.0,0.0,30.21,-91.71,0.0,0.0,0,0,0,0,0,99,0,0,0
16,2007,02,13,2007-02-13,02:20:00,3,MS,28,1,0.88,0,0,0.0,0.0,31.46,-90.9,31.56,-90.7,0,0,0,0,0,37,0,0,0
17,2007,02,13,2007-02-13,02:30:00,3,LA,22,6,1.0,0,0,0.0,0.0,30.31,-91.8,0.0,0.0,0,0,0,0,0,99,0,0,0
18,2007,02,13,2007-02-13,02:45:00,3,MS,28,2,1.0,0,0,0.0,0.0,31.62,-90.61,31.68,-90.45,0,0,0,0,0,85,0,0,0
19,2007,02,13,2007-02-13,03:00:00,3,MS,28,3,0.75,0,0,0.0,0.0,31.92,-90.21,0.0,0.0,0,0,0,0,0,29,0,0,0
20,2007,02,13,2007-02-13,03:10:00,3,LA,22,7,1.0,0,0,0.0,0.0,29.92,-90.05,0.0,0.0,0,0,0,0,0,51,0,0,0
21,2007,02,13,2007-02-13,03:45:00,3,MS,28,4,1.0,0,0,0.0,0.0,32.06,-89.62,32.13,-89.53,0,0,0,0,0,129,0,0,0
22,2007,02,13,2007-02-13,05:08:00,3,MS,28,5,1.0,0,0,0.0,0.0,31.03,-89.85,31.03,-89.82,0,0,0,0,0,91,0,0,0
23,2007,02,13,2007-02-13,05:45:00,3,MS,28,6,0.88,0,0,0.0,0.0,31.33,-89.27,31.34,-89.25,0,0,0,0,0,35,0,0,0
24,2007,02,13,2007-02-13,05:58:00,3,MS,28,7,0.75,0,0,0.0,0.0,31.04,-89.4,0.0,0.0,0,0,0,0,0,73,0,0,0
25,2007,02,13,2007-02-13,06:30:00,3,MS,28,8,0.75,0,0,0.0,0.0,31.16,-88.57,0.0,0.0,0,0,0,0,0,41,0,0,0
26,2007,02,13,2007-02-13,07:15:00,3,MS,28,9,1.0,0,0,0.0,0.0,30.38,-89.08,0.0,0.0,0,0,0,0,0,47,0,0,0
27,2007,02,13,2007-02-13,07:30:00,3,AL,1,2,0.75,0,0,0.0,0.0,31.08,-88.23,0.0,0.0,0,0,0,0,0,97,0,0,0
28,2007,02,13,2007-02-13,07:51:00,3,AL,1,3,0.75,0,0,0.0,0.0,30.47,-88.35,0.0,0.0,0,0,0,0,0,97,0,0,0
29,2007,02,13,2007-02-13,10:03:00,3,FL,12,2,0.75,0,0,0.0,0.0,30.63,-87.03,0.0,0.0,0,0,0,0,0,113,0,0,0
30,2007,02,13,2007-02-13,13:39:00,3,FL,12,3,0.75,0,0,0.0,0.0,27.5,-81.45,0.0,0.0,0,0,0,0,0,55,0,0,0
31,2007,02,13,2007-02-13,14:10:00,3,FL,12,4,0.75,0,0,0.0,0.0,30.43,-84.89,0.0,0.0,0,0,0,0,0,77,0,0,0
32,2007,02,13,2007-02-13,14:40:00,3,FL,12,5,0.88,0,0,0.0,0.0,30.5,-84.45,0.0,0.0,0,0,0,0,0,39,0,0,0
33,2007,02,13,2007-02-13,14:50:00,3,FL,12,6,0.88,0,0,0.0,0.0,30.45,-84.28,0.0,0.0,0,0,0,0,0,73,0,0,0
34,2007,02,13,2007-02-13,14:52:00,3,FL,12,7,1.0,0,0,0.0,0.0,30.53,-84.33,0.0,0.0,0,0,0,0,0,73,0,0,0
36,2007,02,13,2007-02-13,15:00:00,3,FL,12,9,0.75,0,0,0.0,0.0,30.49,-84.33,0.0,0.0,0,0,0,0,0,73,0,0,0
35,2007,02,13,2007-02-13,15:00:00,3,FL,12,8,1.0,0,0,0.0,0.0,30.58,-84.28,0.0,0.0,0,0,0,0,0,73,0,0,0
37,2007,02,13,2007-02-13,15:20:00,3,MS,28,10,0.88,0,0,0.0,0.0,32.77,-88.55,32.76,-88.34,0,0,0,0,0,69,0,0,0
39,2007,02,13,2007-02-13,15:30:00,3,FL,12,11,0.75,0,0,0.0,0.0,27.75,-80.54,0.0,0.0,0,0,0,0,0,61,0,0,0
38,2007,02,13,2007-02-13,15:30:00,3,FL,12,10,0.88,0,0,0.0,0.0,27.63,-80.48,0.0,0.0,0,0,0,0,0,61,0,0,0
40,2007,02,13,2007-02-13,15:47:00,3,MS,28,11,0.88,0,0,0.0,0.0,33.42,-88.32,0.0,0.0,0,0,0,0,0,87,0,0,0
41,2007,02,13,2007-02-13,15:58:00,3,AL,1,4,0.75,0,0,0.0,0.0,32.75,-88.17,0.0,0.0,0,0,0,0,0,119,0,0,0
42,2007,02,13,2007-02-13,16:23:00,3,AL,1,5,0.75,0,0,0.0,0.0,32.77,-88.06,0.0,0.0,0,0,0,0,0,63,0,0,0
44,2007,02,13,2007-02-13,16:45:00,3,AL,1,7,0.75,0,0,0.0,0.0,33.16,-87.57,0.0,0.0,0,0,0,0,0,125,0,0,0
43,2007,02,13,2007-02-13,16:45:00,3,AL,1,6,1.75,0,0,0.0,0.0,33.08,-87.7,0.0,0.0,0,0,0,0,0,125,0,0,0
45,2007,02,13,2007-02-13,16:48:00,3,AL,1,8,0.75,0,0,0.0,0.0,33.49,-87.57,0.0,0.0,0,0,0,0,0,125,0,0,0
46,2007,02,13,2007-02-13,16:52:00,3,AL,1,9,1.75,0,0,0.0,0.0,33.15,-87.55,0.0,0.0,0,0,0,0,0,125,0,0,0
47,2007,02,13,2007-02-13,16:55:00,3,AL,1,10,2.75,0,0,0.005,0.0,33.19,-87.57,0.0,0.0,0,0,0,0,0,125,0,0,0
48,2007,02,13,2007-02-13,16:56:00,3,AL,1,11,1.0,0,0,0.0,0.0,32.66,-87.58,0.0,0.0,0,0,0,0,0,65,0,0,0
49,2007,02,13,2007-02-13,16:58:00,3,GA,13,4,0.88,0,0,0.0,0.0,33.47,-81.97,0.0,0.0,0,0,0,0,0,245,0,0,0
50,2007,02,13,2007-02-13,17:00:00,3,AL,1,12,2.75,0,0,0.0,0.0,32.58,-87.53,0.0,0.0,0,0,0,0,0,65,0,0,0
51,2007,02,13,2007-02-13,17:06:00,3,AL,1,13,1.0,0,0,0.0,0.0,32.57,-87.49,0.0,0.0,0,0,0,0,0,105,0,0,0
