om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
1,1974,01,18,1974-01-18,17:45:00,3,TX,48,1,2.75,0,0,0.0,0.0,31.1,-97.35,0.0,0.0,0,0,0,0,0,27,0,0,0
2,1974,01,20,1974-01-20,08:20:00,3,AL,1,1,1.0,0,0,0.0,0.0,30.7,-87.87,0.0,0.0,0,0,0,0,0,3,0,0,0
3,1974,01,23,1974-01-23,16:15:00,3,AL,1,2,1.75,0,0,0.0,0.0,32.42,-87.2,0.0,0.0,0,0,0,0,0,47,0,0,0
4,1974,01,24,1974-01-24,15:20:00,3,SC,45,1,1.0,0,0,0.0,0.0,34.5,-79.92,0.0,0.0,0,0,0,0,0,31,0,0,0
5,1974,01,28,1974-01-28,01:30:00,3,LA,22,1,0.75,0,0,0.0,0.0,30.35,-93.1,0.0,0.0,0,0,0,0,0,19,0,0,0
6,1974,01,28,1974-01-28,08:15:00,3,AL,1,3,0.75,0,0,0.0,0.0,34.32,-86.25,0.0,0.0,0,0,0,0,0,95,0,0,0
7,1974,01,28,1974-01-28,08:45:00,3,AL,1,4,0.75,0,0,0.0,0.0,34.5,-85.87,0.0,0.0,0,0,0,0,0,49,0,0,0
8,1974,01,28,1974-01-28,11:22:00,3,WV,54,1,1.0,0,0,0.0,0.0,37.78,-81.12,0.0,0.0,0,0,0,0,0,81,0,0,0
9,1974,02,01,1974-02-01,20:30:00,3,AL,1,5,1.0,0,0,0.0,0.0,33.22,-87.58,0.0,0.0,0,0,0,0,0,125,0,0,0
10,1974,02,06,1974-02-06,15:00:00,3,MS,28,1,0.75,0,0,0.0,0.0,31.27,-90.47,0.0,0.0,0,0,0,0,0,113,0,0,0
11,1974,02,06,1974-02-06,15:35:00,3,MS,28,2,1.25,0,0,0.0,0.0,31.12,-90.18,0.0,0.0,0,0,0,0,0,147,0,0,0
12,1974,02,06,1974-02-06,15:39:00,3,LA,22,2,2.0,0,0,0.0,0.0,30.78,-89.87,0.0,0.0,0,0,0,0,0,117,0,0,0
13,1974,02,13,1974-02-13,22:00:00,3,AR,5,1,1.5,0,0,0.0,0.0,35.2,-91.7,0.0,0.0,0,0,0,0,0,145,0,0,0
14,1974,02,14,1974-02-14,13:00:00,3,AR,5,2,0.75,0,0,0.0,0.0,35.92,-89.92,0.0,0.0,0,0,0,0,0,93,0,0,0
15,1974,02,14,1974-02-14,14:25:00,3,TX,48,2,0.75,0,0,0.0,0.0,31.9,-94.8,0.0,0.0,0,0,0,0,0,401,0,0,0
16,1974,02,14,1974-02-14,14:40:00,3,TX,48,3,0.75,0,0,0.0,0.0,32.03,-94.53,0.0,0.0,0,0,0,0,0,365,0,0,0
17,1974,02,14,1974-02-14,17:50:00,3,LA,22,3,1.0,0,0,0.0,0.0,32.15,-91.7,0.0,0.0,0,0,0,0,0,41,0,0,0
18,1974,02,14,1974-02-14,18:20:00,3,GA,13,1,0.75,0,0,0.0,0.0,32.7,-83.65,0.0,0.0,0,0,0,0,0,21,0,0,0
19,1974,02,18,1974-02-18,22:15:00,3,MS,28,3,1.0,0,0,0.0,0.0,32.1,-90.2,0.0,0.0,0,0,0,0,0,121,0,0,0
20,1974,02,18,1974-02-18,23:30:00,3,LA,22,4,0.75,0,0,0.0,0.0,30.42,-90.33,0.0,0.0,0,0,0,0,0,105,0,0,0
21,1974,02,20,1974-02-20,23:50:00,3,TX,48,4,1.75,0,0,0.0,0.0,31.97,-97.33,0.0,0.0,0,0,0,0,0,217,0,0,0
22,1974,02,21,1974-02-21,09:30:00,3,LA,22,5,0.75,0,0,0.0,0.0,32.92,-91.67,0.0,0.0,0,0,0,0,0,67,0,0,0
23,1974,02,21,1974-02-21,10:20:00,3,LA,22,6,0.75,0,0,0.0,0.0,32.52,-92.37,0.0,0.0,0,0,0,0,0,73,0,0,0
24,1974,02,21,1974-02-21,10:30:00,3,LA,22,7,0.75,0,0,0.0,0.0,32.5,-92.12,0.0,0.0,0,0,0,0,0,73,0,0,0
25,1974,02,21,1974-02-21,21:20:00,3,AL,1,6,1.75,0,0,0.0,0.0,34.43,-85.73,0.0,0.0,0,0,0,0,0,49,0,0,0
26,1974,03,03,1974-03-03,23:00:00,3,MO,29,1,0.75,0,0,0.0,0.0,39.37,-94.82,0.0,0.0,0,0,0,0,0,165,0,0,0
27,1974,03,04,1974-03-04,00:40:00,3,MO,29,2,1.5,0,0,0.0,0.0,39.8,-92.05,0.0,0.0,0,0,0,0,0,205,0,0,0
28,1974,03,04,1974-03-04,03:49:00,3,IL,17,1,1.75,0,0,0.0,0.0,40.32,-89.17,0.0,0.0,0,0,0,0,0,113,0,0,0
29,1974,03,04,1974-03-04,04:45:00,3,IL,17,2,0.75,0,0,0.0,0.0,40.78,-87.73,0.0,0.0,0,0,0,0,0,75,0,0,0
30,1974,03,04,1974-03-04,16:30:00,3,IL,17,3,1.75,0,0,0.0,0.0,40.35,-88.77,0.0,0.0,0,0,0,0,0,113,0,0,0
31,1974,03,06,1974-03-06,01:30:00,3,KY,21,1,1.0,0,0,0.0,0.0,37.9,-85.97,0.0,0.0,0,0,0,0,0,93,0,0,0
32,1974,03,07,1974-03-07,15:29:00,3,TX,48,5,0.75,0,0,0.0,0.0,35.73,-100.97,0.0,0.0,0,0,0,0,0,393,0,0,0
33,1974,03,07,1974-03-07,16:20:00,3,TX,48,6,2.0,0,0,0.0,0.0,35.77,-101.43,0.0,0.0,0,0,0,0,0,233,0,0,0
