om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
1,1996,01,01,1996-01-01,18:00:00,3,LA,22,1,0.75,0,0,0.0,0.0,30.2,-93.2,0.0,0.0,0,0,0,0,0,19,0,0,0
2,1996,01,02,1996-01-02,15:00:00,3,GA,13,1,0.75,0,0,0.0,0.0,33.02,-82.92,0.0,0.0,0,0,0,0,0,303,0,0,0
3,1996,01,02,1996-01-02,15:10:00,3,GA,13,2,0.75,0,0,0.001,0.0,32.88,-83.33,0.0,0.0,0,0,0,0,0,319,0,0,0
4,1996,01,02,1996-01-02,15:50:00,3,GA,13,3,0.75,0,0,0.0,0.0,32.98,-82.8,0.0,0.0,0,0,0,0,0,303,0,0,0
5,1996,01,02,1996-01-02,15:50:00,3,GA,13,4,0.75,0,0,0.0,0.0,33.22,-82.72,0.0,0.0,0,0,0,0,0,125,0,0,0
6,1996,01,02,1996-01-02,16:38:00,3,GA,13,5,1.75,0,0,0.0,0.0,33.23,-82.23,0.0,0.0,0,0,0,0,0,33,0,0,0
7,1996,01,02,1996-01-02,16:40:00,3,GA,13,6,1.75,0,0,0.0,0.0,33.37,-81.97,0.0,0.0,0,0,0,0,0,245,0,0,0
8,1996,01,02,1996-01-02,17:30:00,3,SC,45,1,0.75,0,0,0.0,0.0,33.32,-81.8,0.0,0.0,0,0,0,0,0,3,0,0,0
9,1996,01,06,1996-01-06,04:30:00,3,LA,22,2,0.75,0,0,0.0,0.0,31.18,-92.55,0.0,0.0,0,0,0,0,0,79,0,0,0
10,1996,01,17,1996-01-17,18:27:00,3,OK,40,1,0.75,0,0,0.0,0.0,36.08,-95.1,0.0,0.0,0,0,0,0,0,21,0,0,0
11,1996,01,17,1996-01-17,18:30:00,3,OK,40,2,1.5,0,0,0.0,0.0,34.5,-97.98,0.0,0.0,0,0,0,0,0,137,0,0,0
12,1996,01,17,1996-01-17,18:45:00,3,OK,40,3,0.75,0,0,0.0,0.0,35.13,-97.4,0.0,0.0,0,0,0,0,0,27,0,0,0
13,1996,01,17,1996-01-17,19:10:00,3,OK,40,4,1.0,0,0,0.0,0.0,35.93,-96.68,0.0,0.0,0,0,0,0,0,81,0,0,0
14,1996,01,17,1996-01-17,19:10:00,3,OK,40,5,1.0,0,0,0.0,0.0,35.97,-96.58,0.0,0.0,0,0,0,0,0,37,0,0,0
15,1996,01,17,1996-01-17,19:15:00,3,OK,40,6,0.75,0,0,0.0,0.0,34.53,-95.73,0.0,0.0,0,0,0,0,0,5,0,0,0
16,1996,01,17,1996-01-17,19:20:00,3,OK,40,7,0.75,0,0,0.0,0.0,34.62,-97.38,0.0,0.0,0,0,0,0,0,49,0,0,0
17,1996,01,17,1996-01-17,19:32:00,3,MO,29,1,0.88,0,0,0.0,0.0,36.55,-94.48,0.0,0.0,0,0,0,0,0,119,0,0,0
18,1996,01,17,1996-01-17,19:35:00,3,MO,29,2,1.0,0,0,0.0,0.0,36.73,-94.4,0.0,0.0,0,0,0,0,0,119,0,0,0
19,1996,01,17,1996-01-17,19:35:00,3,OK,40,8,0.75,0,0,0.0,0.0,35.32,-97.12,0.0,0.0,0,0,0,0,0,125,0,0,0
20,1996,01,17,1996-01-17,19:45:00,3,OK,40,9,0.88,0,0,0.0,0.0,35.67,-96.82,0.0,0.0,0,0,0,0,0,81,0,0,0
21,1996,01,17,1996-01-17,19:50:00,3,OK,40,10,0.75,0,0,0.0,0.0,35.33,-96.47,0.0,0.0,0,0,0,0,0,133,0,0,0
22,1996,01,17,1996-01-17,19:52:00,3,OK,40,11,0.75,0,0,0.0,0.0,34.9,-96.97,0.0,0.0,0,0,0,0,0,87,0,0,0
23,1996,01,17,1996-01-17,19:55:00,3,OK,40,12,1.75,0,0,0.0,0.0,35.25,-96.93,0.0,0.0,0,0,0,0,0,125,0,0,0
24,1996,01,17,1996-01-17,19:57:00,3,OK,40,13,0.75,0,0,0.0,0.0,36.13,-96.08,0.0,0.0,0,0,0,0,0,143,0,0,0
25,1996,01,17,1996-01-17,20:20:00,3,OK,40,14,0.75,0,0,0.0,0.0,35.07,-96.93,0.0,0.0,0,0,0,0,0,125,0,0,0
26,1996,01,17,1996-01-17,20:20:00,3,OK,40,15,0.75,0,0,0.0,0.0,35.35,-96.75,0.0,0.0,0,0,0,0,0,133,0,0,0
27,1996,01,17,1996-01-17,20:27:00,3,OK,40,16,0.88,0,0,0.0,0.0,35.9,-96.0,0.0,0.0,0,0,0,0,0,143,0,0,0
28,1996,01,17,1996-01-17,20:30:00,3,OK,40,17,0.75,0,0,0.0,0.0,34.87,-97.05,0.0,0.0,0,0,0,0,0,87,0,0,0
29,1996,01,17,1996-01-17,20:45:00,3,OK,40,18,1.0,0,0,0.0,0.0,36.05,-95.78,0.0,0.0,0,0,0,0,0,143,0,0,0
30,1996,01,17,1996-01-17,20:50:00,3,OK,40,19,0.75,0,0,0.0,0.0,35.95,-95.65,0.0,0.0,0,0,0,0,0,145,0,0,0
31,1996,01,17,1996-01-17,20:50:00,3,OK,40,20,0.75,0,0,0.0,0.0,35.85,-95.38,0.0,0.0,0,0,0,0,0,145,0,0,0
