om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
1,1993,01,04,1993-01-04,03:50:00,3,IL,17,1,0.0,0,0,4.0,0.0,38.97,-90.07,0.0,0.0,0,0,0,0,0,119,0,0,0,
2,1993,01,04,1993-01-04,08:09:00,3,AR,5,1,0.0,0,0,3.0,0.0,33.17,-93.95,0.0,0.0,0,0,0,0,0,91,0,0,0,
3,1993,01,04,1993-01-04,08:38:00,3,AR,5,2,0.0,0,0,3.0,0.0,33.63,-93.68,0.0,0.0,0,0,0,0,0,57,0,0,0,
4,1993,01,04,1993-01-04,08:59:00,3,AR,5,3,0.0,0,0,3.0,0.0,33.72,-93.38,0.0,0.0,0,0,0,0,0,99,0,0,0,
5,1993,01,04,1993-01-04,09:42:00,3,LA,22,1,0.0,0,0,0.0,0.0,32.95,-93.93,0.0,0.0,0,0,0,0,0,17,0,0,0,
6,1993,01,04,1993-01-04,09:45:00,3,LA,22,2,53.0,0,0,0.0,0.0,32.87,-93.75,0.0,0.0,0,0,0,0,0,15,0,0,0,
7,1993,01,08,1993-01-08,03:30:00,3,GA,13,1,0.0,0,0,4.0,0.0,32.17,-82.6,0.0,0.0,0,0,0,0,0,209,0,0,0,
8,1993,01,08,1993-01-08,04:00:00,3,GA,13,2,0.0,0,0,3.0,0.0,32.12,-82.33,0.0,0.0,0,0,0,0,0,279,0,0,0,
9,1993,01,08,1993-01-08,11:10:00,3,FL,12,1,0.0,0,0,3.0,0.0,29.03,-82.68,0.0,0.0,0,0,0,0,0,75,0,0,0,
10,1993,01,08,1993-01-08,11:45:00,3,FL,12,2,0.0,0,0,3.0,0.0,28.98,-82.47,0.0,0.0,0,0,0,0,0,17,0,0,0,
11,1993,01,08,1993-01-08,12:25:00,3,FL,12,3,0.0,0,0,3.0,0.0,29.17,-82.07,0.0,0.0,0,0,0,0,0,83,0,0,0,
12,1993,01,08,1993-01-08,12:50:00,3,FL,12,4,0.0,0,0,3.0,0.0,29.42,-82.12,0.0,0.0,0,0,0,0,0,83,0,0,0,
13,1993,01,08,1993-01-08,13:00:00,3,NM,35,1,65.0,0,0,3.0,0.0,32.25,-107.72,0.0,0.0,0,0,0,0,0,29,0,0,0,
14,1993,01,08,1993-01-08,13:15:00,3,FL,12,5,0.0,0,0,2.0,0.0,29.62,-81.9,0.0,0.0,0,0,0,0,0,107,0,0,0,
15,1993,01,08,1993-01-08,19:00:00,3,FL,12,6,0.0,0,0,0.0,0.0,26.97,-82.1,0.0,0.0,0,0,0,0,0,15,0,0,0,
16,1993,01,08,1993-01-08,19:15:00,3,FL,12,7,0.0,0,0,0.0,0.0,26.63,-81.85,0.0,0.0,0,0,0,0,0,71,0,0,0,
17,1993,01,11,1993-01-11,16:50:00,3,FL,12,8,0.0,0,0,0.0,0.0,28.98,-80.9,0.0,0.0,0,0,0,0,0,127,0,0,0,
18,1993,01,11,1993-01-11,23:00:00,3,MS,28,1,0.0,0,0,2.0,0.0,31.83,-90.7,0.0,0.0,0,0,0,0,0,29,0,0,0,
19,1993,01,16,1993-01-16,04:20:00,3,FL,12,9,0.0,0,0,4.0,0.0,27.87,-82.85,0.0,0.0,0,0,0,0,0,103,0,0,0,
20,1993,01,16,1993-01-16,04:40:00,3,FL,12,10,0.0,0,0,3.0,0.0,27.93,-82.28,0.0,0.0,0,0,0,0,0,57,0,0,0,
21,1993,01,16,1993-01-16,04:45:00,3,FL,12,11,0.0,0,0,3.0,0.0,27.73,-82.75,0.0,0.0,0,0,0,0,0,103,0,0,0,
22,1993,01,16,1993-01-16,04:45:00,3,FL,12,12,0.0,0,0,4.0,0.0,27.72,-82.43,0.0,0.0,0,0,0,0,0,57,0,0,0,
23,1993,01,16,1993-01-16,05:00:00,3,FL,12,13,0.0,0,0,4.0,0.0,27.52,-82.58,0.0,0.0,0,0,0,0,0,81,0,0,0,
24,1993,01,16,1993-01-16,05:00:00,3,FL,12,14,0.0,0,0,0.0,0.0,27.33,-82.53,0.0,0.0,0,0,0,0,0,115,0,0,0,
25,1993,01,16,1993-01-16,05:20:00,3,FL,12,15,0.0,0,0,3.0,0.0,27.87,-82.1,0.0,0.0,0,0,0,0,0,57,0,0,0,
26,1993,01,16,1993-01-16,05:30:00,3,FL,12,16,0.0,0,0,3.0,0.0,28.02,-81.72,0.0,0.0,0,0,0,0,0,105,0,0,0,
27,1993,01,16,1993-01-16,05:30:00,3,FL,12,17,0.0,0,0,4.0,0.0,27.55,-81.82,0.0,0.0,0,0,0,0,0,49,0,0,0,
28,1993,01,16,1993-01-16,06:04:00,3,FL,12,18,0.0,0,0,3.0,0.0,26.97,-82.1,0.0,0.0,0,0,0,0,0,15,0,0,0,
29,1993,01,16,1993-01-16,06:15:00,3,FL,12,19,52.0,0,0,2.0,0.0,27.22,-81.87,0.0,0.0,0,0,0,0,0,27,0,0,0,
30,1993,01,16,1993-01-16,06:15:00,3,FL,12,20,0.0,0,0,0.0,0.0,28.08,-80.6,0.0,0.0,0,0,0,0,0,9,0,0,0,
31,1993,01,16,1993-01-16,06:30:00,3,FL,12,21,0.0,0,0,3.0,0.0,27.5,-81.45,0.0,0.0,0,0,0,0,0,55,0,0,0,
32,1993,01,16,1993-01-16,06:40:00,3,FL,12,22,0.0,0,0,2.0,0.0,26.6,-81.97,0.0,0.0,0,0,0,0,0,71,0,0,0,
33,1993,01,16,1993-01-16,10:27:00,3,FL,12,23,0.0,0,0,2.0,0.0,26.32,-80.1,0.0,0.0,0,0,0,0,0,11,0,0,0,
34,1993,01,16,1993-01-16,11:00:00,3,FL,12,24,0.0,0,0,2.0,0.0,26.35,-80.08,0.0,0.0,0,0,0,0,0,99,0,0,0,
35,1993,01,16,1993-01-16,11:20:00,3,FL,12,25,0.0,0,0,3.0,0.0,26.35,-80.08,0.0,0.0,0,0,0,0,0,99,0,0,0,
36,1993,01,18,1993-01-18,22:00:00,3,NM,35,2,0.0,0,0,4.0,0.0,32.65,-108.35,0.0,0.0,0,0,0,0,0,17,0,0,0,
37,1993,01,23,1993-01-23,15:12:00,3,NC,37,1,0.0,0,0,0.0,0.0,36.05,-77.87,0.0,0.0,0,0,0,0,0,127,0,0,0,
38,1993,01,23,1993-01-23,18:30:00,3,TX,48,1,0.0,0,0,3.0,0.0,33.52,-95.38,0.0,0.0,0,0,0,0,0,277,0,0,0,
39,1993,01,23,1993-01-23,18:45:00,3,TX,48,2,63.0,0,0,0.0,0.0,33.13,-96.12,0.0,0.0,0,0,0,0,0,231,0,0,0,
40,1993,01,23,1993-01-23,19:00:00,3,TX,48,3,0.0,0,0,1.0,0.0,32.4,-96.85,0.0,0.0,0,0,0,0,0,139,0,0,0,
41,1993,01,23,1993-01-23,19:15:00,3,TX,48,4,0.0,0,0,3.0,0.0,33.15,-96.08,0.0,0.0,0,0,0,0,0,231,0,0,0,
42,1993,01,23,1993-01-23,19:15:00,3,TX,48,5,0.0,0,0,3.0,0.0,32.58,-96.3,0.0,0.0,0,0,0,0,0,257,0,0,0,
43,1993,01,23,1993-01-23,19:15:00,3,TX,48,6,0.0,0,0,3.0,0.0,32.93,-96.45,0.0,0.0,0,0,0,0,0,397,0,0,0,
44,1993,01,23,1993-01-23,19:30:00,3,TX,48,7,0.0,0,0,1.0,0.0,32.1,-96.7,0.0,0.0,0,0,0,0,0,349,0,0,0,
45,1993,01,23,1993-01-23,19:45:00,3,TX,48,8,0.0,0,0,3.0,0.0,32.1,-96.33,0.0,0.0,0,0,0,0,0,349,0,0,0,
46,1993,01,23,1993-01-23,19:50:00,3,TX,48,9,0.0,0,0,3.0,0.0,33.27,-95.7,0.0,0.0,0,0,0,0,0,223,0,0,0,
47,1993,01,23,1993-01-23,20:00:00,3,TX,48,10,0.0,0,0,4.0,0.0,33.15,-94.92,0.0,0.0,0,0,0,0,0,449,0,0,0,
48,1993,01,23,1993-01-23,20:00:00,3,TX,48,11,0.0,0,0,2.0,0.0,33.12,-94.25,0.0,0.0,0,0,0,0,0,343,0,0,0,
49,1993,01,23,1993-01-23,20:05:00,3,TX,48,12,0.0,0,0,2.0,0.0,33.17,-95.25,0.0,0.0,0,0,0,0,0,159,0,0,0,
50,1993,01,23,1993-01-23,20:10:00,3,TX,48,13,0.0,0,0,2.0,0.0,33.0,-94.97,0.0,0.0,0,0,0,0,0,63,0,0,0,
51,1993,01,23,1993-01-23,20:15:00,3,TX,48,14,0.0,0,0,2.0,0.0,32.93,-95.57,0.0,0.0,0,0,0,0,0,499,0,0,0,
52,1993,01,23,1993-01-23,20:30:00,3,TX,48,15,0.0,0,0,2.0,0.0,32.8,-95.08,0.0,0.0,0,0,0,0,0,459,0,0,0,
53,1993,01,23,1993-01-23,20:30:00,3,TX,48,16,0.0,0,0,3.0,0.0,33.02,-94.33,0.0,0.0,0,0,0,0,0,67,0,0,0,
54,1993,01,23,1993-01-23,20:40:00,3,AR,5,4,0.0,0,0,4.0,0.0,33.9,-94.18,0.0,0.0,0,0,0,0,0,133,0,0,0,
55,1993,01,23,1993-01-23,20:45:00,3,AR,5,5,0.0,0,0,3.0,0.0,33.82,-93.9,0.0,0.0,0,0,0,0,0,61,0,0,0,
56,1993,01,23,1993-01-23,21:00:00,3,TX,48,17,0.0,0,0,3.0,0.0,32.75,-94.25,0.0,0.0,0,0,0,0,0,315,0,0,0,
57,1993,01,23,1993-01-23,21:40:00,3,LA,22,3,0.0,0,0,0.0,0.0,32.77,-93.72,0.0,0.0,0,0,0,0,0,15,0,0,0,
58,1993,01,23,1993-01-23,21:40:00,3,TX,48,18,0.0,0,0,3.0,0.0,32.13,-94.77,0.0,0.0,0,0,0,0,0,401,0,0,0,
59,1993,01,23,1993-01-23,21:50:00,3,AR,5,6,0.0,0,0,4.0,0.0,33.85,-93.58,0.0,0.0,0,0,0,0,0,57,0,0,0,
60,1993,01,23,1993-01-23,22:05:00,3,LA,22,4,53.0,0,0,0.0,0.0,32.73,-93.73,0.0,0.0,0,0,0,0,0,15,0,0,0,
