om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
1,1991,01,10,1991-01-10,06:25:00,3,LA,22,1,0.0,0,0,3.0,0.0,29.95,-92.0,0.0,0.0,0,0,0,0,0,45,0,0,0,
2,1991,01,10,1991-01-10,11:25:00,3,AL,1,1,0.0,0,0,0.0,0.0,30.4,-88.23,0.0,0.0,0,0,0,0,0,97,0,0,0,
3,1991,01,10,1991-01-10,12:30:00,3,FL,12,1,50.0,0,0,2.0,0.0,30.7,-87.35,0.0,0.0,0,0,0,0,0,33,0,0,0,
4,1991,01,10,1991-01-10,12:30:00,3,FL,12,2,50.0,0,0,2.0,0.0,30.72,-87.03,0.0,0.0,0,0,0,0,0,113,0,0,0,
5,1991,01,14,1991-01-14,20:10:00,3,TX,48,1,75.0,0,0,4.0,0.0,29.2,-95.45,0.0,0.0,0,0,0,0,0,39,0,0,0,
6,1991,01,14,1991-01-14,22:00:00,3,TX,48,2,52.0,0,0,0.0,0.0,29.47,-94.98,0.0,0.0,0,0,0,0,0,167,0,0,0,
7,1991,01,14,1991-01-14,22:30:00,3,TX,48,3,0.0,0,0,2.0,0.0,29.77,-94.68,0.0,0.0,0,0,0,0,0,71,0,0,0,
8,1991,01,14,1991-01-14,22:45:00,3,TX,48,4,62.0,0,0,3.0,0.0,28.72,-96.25,0.0,0.0,0,0,0,0,0,321,0,0,0,
9,1991,01,14,1991-01-14,22:50:00,3,TX,48,5,0.0,0,0,4.0,0.0,28.62,-96.63,0.0,0.0,0,0,0,0,0,57,0,0,0,
10,1991,01,15,1991-01-15,00:01:00,3,TX,48,6,0.0,0,0,4.0,0.0,29.9,-94.32,0.0,0.0,0,0,0,0,0,245,0,0,0,
11,1991,01,15,1991-01-15,00:07:00,3,TX,48,7,54.0,0,0,3.0,0.0,29.27,-94.85,0.0,0.0,0,0,0,0,0,167,0,0,0,
12,1991,01,15,1991-01-15,00:30:00,3,TX,48,8,0.0,0,0,3.0,0.0,29.62,-94.62,0.0,0.0,0,0,0,0,0,71,0,0,0,
13,1991,01,15,1991-01-15,01:15:00,3,LA,22,2,0.0,2,0,4.0,0.0,30.0,-93.37,0.0,0.0,0,0,0,0,0,23,0,0,0,
14,1991,01,15,1991-01-15,03:00:00,3,LA,22,3,0.0,0,0,3.0,0.0,30.0,-91.82,0.0,0.0,0,0,0,0,0,45,0,0,0,
15,1991,01,16,1991-01-16,09:05:00,3,FL,12,3,0.0,0,0,1.0,0.0,30.1,-81.63,0.0,0.0,0,0,0,0,0,109,0,0,0,
16,1991,01,16,1991-01-16,09:05:00,3,FL,12,4,0.0,0,0,1.0,0.0,30.17,-81.67,0.0,0.0,0,0,0,0,0,31,0,0,0,
17,1991,01,16,1991-01-16,09:05:00,3,FL,12,5,0.0,0,0,1.0,0.0,30.25,-81.37,0.0,0.0,0,0,0,0,0,109,0,0,0,
18,1991,01,16,1991-01-16,09:05:00,3,FL,12,6,0.0,0,0,1.0,0.0,28.58,-81.27,0.0,0.0,0,0,0,0,0,95,0,0,0,
19,1991,01,18,1991-01-18,07:30:00,3,TX,48,9,0.0,0,0,4.0,0.0,29.87,-96.33,0.0,0.0,0,0,0,0,0,15,0,0,0,
20,1991,01,18,1991-01-18,10:45:00,3,TX,48,10,61.0,0,0,0.0,0.0,29.07,-95.08,0.0,0.0,0,0,0,0,0,167,0,0,0,
21,1991,01,18,1991-01-18,10:45:00,3,TX,48,11,0.0,0,0,0.0,0.0,29.4,-95.08,0.0,0.0,0,0,0,0,0,167,0,0,0,
22,1991,01,18,1991-01-18,10:59:00,3,TX,48,12,55.0,0,0,0.0,0.0,29.27,-94.85,0.0,0.0,0,0,0,0,0,167,0,0,0,
23,1991,01,19,1991-01-19,21:25:00,3,FL,12,7,0.0,4,0,0.0,0.0,28.25,-82.75,0.0,0.0,0,0,0,0,0,101,0,0,0,
24,1991,01,19,1991-01-19,21:40:00,3,FL,12,8,0.0,0,0,0.0,0.0,27.98,-82.7,0.0,0.0,0,0,0,0,0,103,0,0,0,
25,1991,01,19,1991-01-19,21:50:00,3,FL,12,9,0.0,1,0,0.0,0.0,27.98,-82.47,0.0,0.0,0,0,0,0,0,57,0,0,0,
