om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
1,1989,01,07,1989-01-07,16:30:00,3,IL,17,1,0.0,0,0,0.0,0.0,37.72,-88.87,0.0,0.0,0,0,0,0,0,199,0,0,0,
2,1989,01,07,1989-01-07,16:55:00,3,IL,17,2,0.0,0,0,0.0,0.0,38.1,-88.53,0.0,0.0,0,0,0,0,0,65,0,0,0,
3,1989,01,07,1989-01-07,17:30:00,3,IL,17,3,0.0,0,0,2.0,0.0,38.7,-87.67,0.0,0.0,0,0,0,0,0,101,0,0,0,
4,1989,01,07,1989-01-07,19:48:00,3,IN,18,1,0.0,0,0,3.0,0.0,40.77,-87.03,0.0,0.0,0,0,0,0,0,181,0,0,0,
5,1989,01,07,1989-01-07,20:10:00,3,IN,18,2,0.0,0,0,0.0,0.0,39.2,-85.88,0.0,0.0,0,0,0,0,0,5,0,0,0,
6,1989,01,07,1989-01-07,20:25:00,3,IN,18,3,0.0,0,0,0.0,0.0,41.68,-85.92,0.0,0.0,0,0,0,0,0,39,0,0,0,
7,1989,01,07,1989-01-07,20:45:00,3,OH,39,1,0.0,0,0,4.0,0.0,40.55,-84.57,0.0,0.0,0,0,0,0,0,107,0,0,0,
8,1989,01,07,1989-01-07,20:55:00,3,OH,39,2,0.0,0,0,4.0,0.0,40.75,-84.1,0.0,0.0,0,0,0,0,0,3,0,0,0,
9,1989,01,07,1989-01-07,21:00:00,3,OH,39,3,0.0,0,0,4.0,0.0,41.02,-84.05,0.0,0.0,0,0,0,0,0,137,0,0,0,
10,1989,01,07,1989-01-07,21:20:00,3,OH,39,4,0.0,0,0,4.0,0.0,40.88,-84.15,0.0,0.0,0,0,0,0,0,137,0,0,0,
11,1989,01,07,1989-01-07,22:05:00,3,KY,21,1,52.0,0,0,4.0,0.0,37.0,-85.4,0.0,0.0,0,0,0,0,0,1,0,0,0,
12,1989,01,07,1989-01-07,22:10:00,3,KY,21,2,52.0,0,0,4.0,0.0,37.42,-86.3,0.0,0.0,0,0,0,0,0,85,0,0,0,
13,1989,01,07,1989-01-07,22:15:00,3,KY,21,3,61.0,0,0,5.0,0.0,37.67,-85.77,0.0,0.0,0,0,0,0,0,123,0,0,0,
14,1989,01,07,1989-01-07,22:20:00,3,OH,39,5,0.0,0,0,4.0,0.0,40.98,-83.63,0.0,0.0,0,0,0,0,0,63,0,0,0,
15,1989,01,07,1989-01-07,22:21:00,3,KY,21,4,87.0,1,0,7.0,0.0,36.72,-86.57,0.0,0.0,0,0,0,0,0,213,0,0,0,
16,1989,01,07,1989-01-07,22:35:00,3,TN,47,1,0.0,0,0,5.0,0.0,35.62,-87.05,0.0,0.0,0,0,0,0,0,119,0,0,0,
17,1989,01,07,1989-01-07,23:00:00,3,KY,21,5,0.0,0,0,3.0,0.0,36.75,-86.22,0.0,0.0,0,0,0,0,0,3,0,0,0,
18,1989,01,07,1989-01-07,23:14:00,3,KY,21,6,0.0,0,0,0.0,0.0,36.87,-86.4,0.0,0.0,0,0,0,0,0,227,0,0,0,
19,1989,01,25,1989-01-25,12:30:00,3,TX,48,1,0.0,0,0,4.0,0.0,31.07,-97.47,0.0,0.0,0,0,0,0,0,27,0,0,0,
20,1989,01,25,1989-01-25,12:46:00,3,TX,48,2,60.0,0,0,0.0,0.0,31.13,-97.47,0.0,0.0,0,0,0,0,0,27,0,0,0,
21,1989,01,25,1989-01-25,13:44:00,3,TX,48,3,0.0,0,0,4.0,0.0,31.3,-97.25,0.0,0.0,0,0,0,0,0,309,0,0,0,
22,1989,02,20,1989-02-20,13:01:00,3,LA,22,1,52.0,0,0,0.0,0.0,31.4,-92.3,0.0,0.0,0,0,0,0,0,79,0,0,0,
23,1989,02,20,1989-02-20,15:45:00,3,LA,22,2,0.0,0,0,0.0,0.0,31.93,-91.8,0.0,0.0,0,0,0,0,0,41,0,0,0,
25,1989,02,20,1989-02-20,17:00:00,3,MS,28,1,80.0,0,0,5.0,0.0,32.35,-90.88,0.0,0.0,0,0,0,0,0,149,0,0,0,
24,1989,02,20,1989-02-20,17:00:00,3,TX,48,4,53.0,0,0,0.0,0.0,30.35,-94.22,0.0,0.0,0,0,0,0,0,199,0,0,0,
26,1989,02,20,1989-02-20,17:10:00,3,MS,28,2,0.0,0,0,0.0,0.0,31.92,-88.57,0.0,0.0,0,0,0,0,0,23,0,0,0,
27,1989,02,20,1989-02-20,17:25:00,3,MS,28,3,0.0,0,0,0.0,0.0,32.48,-90.7,0.0,0.0,0,0,0,0,0,149,0,0,0,
