om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
1,1974,01,18,1974-01-18,21:35:00,3,TX,48,1,50.0,0,0,0.0,0.0,32.82,-97.35,0.0,0.0,0,0,0,0,0,439,0,0,0,
2,1974,01,19,1974-01-19,05:00:00,3,TX,48,2,0.0,0,0,0.0,0.0,28.72,-96.25,0.0,0.0,0,0,0,0,0,321,0,0,0,
3,1974,01,19,1974-01-19,12:30:00,3,MS,28,1,0.0,0,0,0.0,0.0,32.42,-90.08,0.0,0.0,0,0,0,0,0,89,0,0,0,
4,1974,01,26,1974-01-26,05:00:00,3,LA,22,1,0.0,0,0,0.0,0.0,30.22,-92.02,0.0,0.0,0,0,0,0,0,55,0,0,0,
5,1974,01,26,1974-01-26,11:30:00,3,MS,28,2,0.0,0,0,0.0,0.0,33.62,-88.5,0.0,0.0,0,0,0,0,0,25,0,0,0,
6,1974,01,26,1974-01-26,14:30:00,3,IN,18,1,0.0,0,0,0.0,0.0,37.98,-87.55,0.0,0.0,0,0,0,0,0,163,0,0,0,
8,1974,01,26,1974-01-26,17:00:00,3,KY,21,1,67.0,0,0,0.0,0.0,38.23,-85.67,0.0,0.0,0,0,0,0,0,111,0,0,0,
7,1974,01,26,1974-01-26,17:00:00,3,IN,18,2,58.0,0,0,0.0,0.0,40.0,-85.67,0.0,0.0,0,0,0,0,0,95,0,0,0,
9,1974,01,26,1974-01-26,17:30:00,3,IN,18,3,72.0,0,0,0.0,0.0,40.18,-85.35,0.0,0.0,0,0,0,0,0,35,0,0,0,
10,1974,01,26,1974-01-26,17:35:00,3,IN,18,4,0.0,0,0,0.0,0.0,40.45,-85.37,0.0,0.0,0,0,0,0,0,9,0,0,0,
11,1974,01,26,1974-01-26,17:45:00,3,AL,1,1,0.0,0,0,0.0,0.0,31.42,-86.17,0.0,0.0,0,0,0,0,0,31,0,0,0,
12,1974,01,26,1974-01-26,18:05:00,3,OH,39,1,0.0,0,0,0.0,0.0,39.23,-84.53,0.0,0.0,0,0,0,0,0,61,0,0,0,
13,1974,01,26,1974-01-26,18:20:00,3,IN,18,5,0.0,0,0,0.0,0.0,40.2,-84.82,0.0,0.0,0,0,0,0,0,0,0,0,0,
14,1974,01,26,1974-01-26,18:25:00,3,OH,39,2,0.0,0,0,0.0,0.0,40.1,-84.63,0.0,0.0,0,0,0,0,0,37,0,0,0,
15,1974,01,26,1974-01-26,18:40:00,3,OH,39,3,0.0,0,0,0.0,0.0,39.67,-84.25,0.0,0.0,0,0,0,0,0,113,0,0,0,
16,1974,01,26,1974-01-26,18:45:00,3,OH,39,4,62.0,0,0,0.0,0.0,39.92,-84.22,0.0,0.0,0,0,0,0,0,109,0,0,0,
17,1974,01,26,1974-01-26,18:45:00,3,OH,39,5,0.0,0,0,0.0,0.0,40.05,-84.2,0.0,0.0,0,0,0,0,0,109,0,0,0,
18,1974,01,26,1974-01-26,19:30:00,3,OH,39,6,0.0,0,0,0.0,0.0,41.5,-83.73,0.0,0.0,0,0,0,0,0,173,0,0,0,
19,1974,01,26,1974-01-26,21:00:00,3,OH,39,7,54.0,0,0,0.0,0.0,40.82,-82.52,0.0,0.0,0,0,0,0,0,139,0,0,0,
20,1974,01,26,1974-01-26,22:30:00,3,OH,39,8,0.0,0,0,0.0,0.0,41.02,-80.95,0.0,0.0,0,0,0,0,0,99,0,0,0,
21,1974,01,27,1974-01-27,02:30:00,3,AL,1,2,0.0,0,0,0.0,0.0,31.2,-85.63,0.0,0.0,0,0,0,0,0,61,0,0,0,
22,1974,01,27,1974-01-27,02:57:00,3,MI,26,1,50.0,0,0,0.0,0.0,42.62,-82.83,0.0,0.0,0,0,0,0,0,99,0,0,0,
23,1974,01,27,1974-01-27,03:00:00,3,AL,1,3,0.0,0,0,0.0,0.0,31.4,-85.13,0.0,0.0,0,0,0,0,0,67,0,0,0,
24,1974,01,27,1974-01-27,05:02:00,3,NY,36,1,57.0,0,0,0.0,0.0,43.1,-78.95,0.0,0.0,0,0,0,0,0,63,0,0,0,
25,1974,01,27,1974-01-27,22:30:00,3,LA,22,2,0.0,0,0,0.0,0.0,32.35,-93.83,0.0,0.0,0,0,0,0,0,17,0,0,0,
26,1974,01,28,1974-01-28,00:01:00,3,LA,22,3,0.0,0,0,0.0,0.0,31.48,-93.67,0.0,0.0,0,0,0,0,0,85,0,0,0,
27,1974,01,28,1974-01-28,01:25:00,3,LA,22,4,0.0,0,0,0.0,0.0,31.88,-92.47,0.0,0.0,0,0,0,0,0,127,0,0,0,
28,1974,01,28,1974-01-28,08:15:00,3,AL,1,4,0.0,0,0,0.0,0.0,34.32,-86.25,0.0,0.0,0,0,0,0,0,95,0,0,0,
