om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
88,2007,01,01,2007-01-01,02:45:00,3,VA,51,1,50.0,0,0,0.003,0.0,36.68,-79.03,0.0,0.0,0,0,0,0,0,83,0,0,0,EG
180,2007,01,04,2007-01-04,16:35:00,3,LA,22,10,50.0,0,0,0.002,0.0,30.6,-91.38,0.0,0.0,0,0,0,0,0,77,0,0,0,EG
7,2007,01,04,2007-01-04,22:45:00,3,MS,28,1,50.0,0,0,0.0,0.0,32.45,-90.5,32.48,-90.43,0,0,0,0,0,49,0,0,0,EG
178,2007,01,04,2007-01-04,22:47:00,3,LA,22,8,50.0,0,0,0.001,0.0,30.65,-90.48,0.0,0.0,0,0,0,0,0,105,0,0,0,EG
179,2007,01,04,2007-01-04,22:59:00,3,LA,22,9,50.0,0,0,0.001,0.0,30.52,-90.45,0.0,0.0,0,0,0,0,0,105,0,0,0,EG
14,2007,01,04,2007-01-04,23:13:00,3,MS,28,8,55.0,0,0,0.005,0.0,31.23,-90.0,31.32,-89.93,0,0,0,0,0,91,0,0,0,EG
8,2007,01,04,2007-01-04,23:20:00,3,MS,28,2,65.0,0,0,0.06,0.0,31.8,-90.0,31.95,-89.88,0,0,0,0,0,127,0,0,0,EG
9,2007,01,04,2007-01-04,23:22:00,3,MS,28,3,55.0,0,0,0.005,0.0,31.87,-90.18,0.0,0.0,0,0,0,0,0,29,0,0,0,EG
10,2007,01,04,2007-01-04,23:23:00,3,MS,28,4,55.0,0,0,0.0,0.0,31.44,-89.97,0.0,0.0,0,0,0,0,0,77,0,0,0,EG
11,2007,01,04,2007-01-04,23:28:00,3,MS,28,5,55.0,0,0,0.0,0.0,31.43,-89.97,0.0,0.0,0,0,0,0,0,65,0,0,0,EG
13,2007,01,04,2007-01-04,23:35:00,3,MS,28,7,53.0,0,0,0.0,0.0,31.69,-89.88,0.0,0.0,0,0,0,0,0,65,0,0,0,EG
12,2007,01,04,2007-01-04,23:35:00,3,MS,28,6,50.0,0,0,0.0,0.0,31.57,-89.84,0.0,0.0,0,0,0,0,0,65,0,0,0,EG
15,2007,01,04,2007-01-04,23:50:00,3,MS,28,9,53.0,0,0,0.008,0.0,31.95,-89.88,31.87,-89.73,0,0,0,0,0,127,0,0,0,EG
16,2007,01,04,2007-01-04,23:55:00,3,MS,28,10,50.0,0,0,0.0,0.0,31.75,-89.67,0.0,0.0,0,0,0,0,0,31,0,0,0,EG
18,2007,01,05,2007-01-05,00:03:00,3,MS,28,12,53.0,0,0,0.0,0.0,31.87,-89.52,0.0,0.0,0,0,0,0,0,129,0,0,0,EG
17,2007,01,05,2007-01-05,00:07:00,3,MS,28,11,50.0,0,0,0.0,0.0,31.15,-89.42,0.0,0.0,0,0,0,0,0,73,0,0,0,EG
189,2007,01,05,2007-01-05,00:17:00,3,MS,28,34,50.0,0,0,0.01,0.0,30.45,-89.16,0.0,0.0,0,0,0,0,0,47,0,0,0,EG
19,2007,01,05,2007-01-05,00:17:00,3,MS,28,13,50.0,0,0,0.006,0.0,32.13,-89.5,32.22,-89.5,0,0,0,0,0,129,0,0,0,EG
20,2007,01,05,2007-01-05,00:20:00,3,MS,28,14,53.0,0,0,0.0,0.0,31.32,-89.32,0.0,0.0,0,0,0,0,0,35,0,0,0,EG
22,2007,01,05,2007-01-05,00:25:00,3,MS,28,16,55.0,0,0,0.005,0.0,31.18,-89.32,31.17,-89.22,0,0,0,0,0,35,0,0,0,EG
21,2007,01,05,2007-01-05,00:26:00,3,MS,28,15,65.0,0,0,0.01,0.0,31.93,-89.3,31.97,-89.2,0,0,0,0,0,61,0,0,0,EG
23,2007,01,05,2007-01-05,00:32:00,3,MS,28,17,50.0,0,0,0.0,0.0,32.23,-89.43,32.37,-89.48,0,0,0,0,0,123,0,0,0,EG
24,2007,01,05,2007-01-05,00:50:00,3,MS,28,18,53.0,0,0,0.0,0.0,32.54,-89.32,0.0,0.0,0,0,0,0,0,123,0,0,0,EG
25,2007,01,05,2007-01-05,00:54:00,3,MS,28,19,60.0,0,0,0.01,0.0,31.88,-89.0,0.0,0.0,0,0,0,0,0,61,0,0,0,EG
26,2007,01,05,2007-01-05,00:58:00,3,MS,28,20,68.0,1,0,0.03,0.0,32.24,-88.98,0.0,0.0,0,0,0,0,0,101,0,0,0,EG
27,2007,01,05,2007-01-05,01:05:00,3,MS,28,21,50.0,0,0,0.005,0.0,33.17,-89.67,0.0,0.0,0,0,0,0,0,7,0,0,0,EG
28,2007,01,05,2007-01-05,01:10:00,3,MS,28,22,67.0,0,0,0.03,0.0,32.44,-89.11,0.0,0.0,0,0,0,0,0,101,0,0,0,EG
29,2007,01,05,2007-01-05,01:12:00,3,MS,28,23,57.0,0,0,0.05,0.0,32.03,-88.88,0.0,0.0,0,0,0,0,0,23,0,0,0,EG
30,2007,01,05,2007-01-05,01:25:00,3,MS,28,24,65.0,0,0,0.06,0.0,32.58,-88.97,0.0,0.0,0,0,0,0,0,101,0,0,0,EG
31,2007,01,05,2007-01-05,01:29:00,3,MS,28,25,68.0,0,0,0.0,0.0,32.37,-88.72,0.0,0.0,0,0,0,0,0,75,0,0,0,MG
32,2007,01,05,2007-01-05,01:34:00,3,MS,28,26,55.0,0,0,0.0,0.0,32.57,-88.71,0.0,0.0,0,0,0,0,0,75,0,0,0,EG
33,2007,01,05,2007-01-05,01:40:00,3,MS,28,27,53.0,0,0,0.0,0.0,33.32,-89.17,0.0,0.0,0,0,0,0,0,19,0,0,0,EG
