om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
475,2000,01,02,2000-01-02,16:33:00,3,AR,5,1,50.0,0,0,0.0,0.0,35.25,-91.72,0.0,0.0,0,0,0,0,0,145,0,0,0,
476,2000,01,02,2000-01-02,17:15:00,3,AR,5,2,50.0,0,0,0.0,0.0,35.43,-91.12,0.0,0.0,0,0,0,0,0,67,0,0,0,
477,2000,01,02,2000-01-02,18:00:00,3,AR,5,3,0.0,0,0,0.005,0.0,35.68,-90.52,0.0,0.0,0,0,0,0,0,111,0,0,0,
10104,2000,01,03,2000-01-03,00:25:00,3,TN,47,1,50.0,0,0,0.0,0.0,35.43,-85.73,0.0,0.0,0,0,0,0,0,61,0,0,0,
8678,2000,01,03,2000-01-03,02:00:00,3,OK,40,2,0.0,0,0,0.0,0.0,34.93,-95.77,0.0,0.0,0,0,0,0,0,121,0,0,0,
8677,2000,01,03,2000-01-03,02:00:00,3,OK,40,1,0.0,0,0,0.001,0.0,34.72,-95.85,0.0,0.0,0,0,0,0,0,121,0,0,0,
8679,2000,01,03,2000-01-03,03:00:00,3,OK,40,3,0.0,0,0,0.08,0.0,34.92,-95.32,0.0,0.0,0,0,0,0,0,77,0,0,0,
8680,2000,01,03,2000-01-03,04:10:00,3,OK,40,4,0.0,0,0,0.0,0.0,35.18,-94.78,0.0,0.0,0,0,0,0,0,79,0,0,0,
479,2000,01,03,2000-01-03,04:15:00,3,AR,5,5,0.0,0,0,0.002,0.0,35.77,-94.25,0.0,0.0,0,0,0,0,0,143,0,0,0,
478,2000,01,03,2000-01-03,04:15:00,3,AR,5,4,0.0,0,0,0.0,0.0,35.63,-94.17,0.0,0.0,0,0,0,0,0,33,0,0,0,
8681,2000,01,03,2000-01-03,04:26:00,3,OK,40,5,52.0,0,0,0.0,0.0,35.35,-94.45,0.0,0.0,0,0,0,0,0,79,0,0,0,
480,2000,01,03,2000-01-03,04:30:00,3,AR,5,6,0.0,0,0,0.001,0.0,35.5,-94.05,0.0,0.0,0,0,0,0,0,33,0,0,0,
6127,2000,01,03,2000-01-03,04:30:00,3,MO,29,1,0.0,0,0,0.01,0.0,36.52,-92.6,0.0,0.0,0,0,0,0,0,153,0,0,0,
481,2000,01,03,2000-01-03,04:34:00,3,AR,5,7,52.0,0,0,0.0,0.0,35.22,-94.27,0.0,0.0,0,0,0,0,0,131,0,0,0,
