om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
1,1977,02,23,1977-02-23,01:00:00,3,KS,20,1,0.0,0,0,0.0,0.0,37.07,-94.63,0.0,0.0,0,0,0,0,0,21,0,0,0,
2,1977,02,23,1977-02-23,01:34:00,3,MO,29,1,54.0,0,0,0.0,0.0,37.17,-94.5,0.0,0.0,0,0,0,0,0,97,0,0,0,
3,1977,02,23,1977-02-23,03:00:00,3,AR,5,1,0.0,0,0,0.0,0.0,35.4,-94.15,0.0,0.0,0,0,0,0,0,131,0,0,0,
4,1977,02,23,1977-02-23,03:03:00,3,AR,5,2,75.0,0,0,0.0,0.0,35.38,-94.42,0.0,0.0,0,0,0,0,0,131,0,0,0,
5,1977,02,23,1977-02-23,04:00:00,3,MO,29,2,0.0,0,0,0.0,0.0,39.2,-93.0,0.0,0.0,0,0,0,0,0,195,0,0,0,
6,1977,02,23,1977-02-23,05:10:00,3,AR,5,3,0.0,0,0,0.0,0.0,34.93,-93.3,0.0,0.0,0,0,0,0,0,149,0,0,0,
7,1977,02,23,1977-02-23,05:45:00,3,TX,48,1,0.0,0,0,0.0,0.0,33.43,-94.05,0.0,0.0,0,0,0,0,0,37,0,0,0,
8,1977,02,23,1977-02-23,05:45:00,3,AR,5,4,0.0,0,0,0.0,0.0,33.43,-94.05,0.0,0.0,0,0,0,0,0,91,0,0,0,
9,1977,02,23,1977-02-23,06:00:00,3,AR,5,5,0.0,0,0,0.0,0.0,35.65,-92.32,0.0,0.0,0,0,0,0,0,141,0,0,0,
10,1977,02,23,1977-02-23,06:10:00,3,AR,5,6,0.0,0,0,0.0,0.0,35.28,-92.8,0.0,0.0,0,0,0,0,0,29,0,0,0,
11,1977,02,23,1977-02-23,08:30:00,3,IL,17,1,0.0,0,0,0.0,0.0,39.0,-90.6,0.0,0.0,0,0,0,0,0,13,0,0,0,
