om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
1,2006,01,01,2006-01-01,23:45:00,3,GA,13,1,55.0,0,0,0.002,0.0,31.05,-84.38,0.0,0.0,0,0,0,0,0,87,0,0,0,EG
2,2006,01,02,2006-01-02,00:00:00,3,GA,13,2,60.0,0,0,0.02,0.0,30.98,-84.17,0.0,0.0,0,0,0,0,0,131,0,0,0,EG
3,2006,01,02,2006-01-02,05:15:00,3,MO,29,1,52.0,0,0,0.0,0.0,38.55,-90.48,0.0,0.0,0,0,0,0,0,189,0,0,0,EG
5,2006,01,02,2006-01-02,05:30:00,3,MO,29,2,52.0,0,0,0.0,0.0,38.73,-90.32,0.0,0.0,0,0,0,0,0,189,0,0,0,EG
4,2006,01,02,2006-01-02,05:30:00,3,GA,13,3,50.0,0,0,0.0,0.0,31.52,-83.02,0.0,0.0,0,0,0,0,0,69,0,0,0,EG
6,2006,01,02,2006-01-02,06:10:00,3,IL,17,1,52.0,0,0,0.0,0.0,38.18,-89.95,0.0,0.0,0,0,0,0,0,157,0,0,0,EG
7,2006,01,02,2006-01-02,07:20:00,3,IL,17,2,60.0,0,0,0.0,0.0,39.58,-89.77,0.0,0.0,0,0,0,0,0,167,0,0,0,EG
8,2006,01,02,2006-01-02,11:14:00,3,GA,13,4,50.0,0,0,0.04,0.0,32.05,-82.33,0.0,0.0,0,0,0,0,0,279,0,0,0,EG
9,2006,01,02,2006-01-02,11:32:00,3,GA,13,5,60.0,0,0,0.06,0.0,32.13,-82.12,0.0,0.0,0,0,0,0,0,267,0,0,0,EG
10,2006,01,02,2006-01-02,11:40:00,3,TN,47,1,55.0,0,0,0.002,0.0,35.38,-85.55,0.0,0.0,0,0,0,0,0,61,0,0,0,EG
11,2006,01,02,2006-01-02,12:15:00,3,FL,12,1,50.0,0,0,0.02,0.0,30.57,-84.15,0.0,0.0,0,0,0,0,0,73,0,0,0,EG
12,2006,01,02,2006-01-02,12:21:00,3,GA,13,6,50.0,0,0,0.001,0.0,32.32,-81.42,0.0,0.0,0,0,0,0,0,103,0,0,0,EG
13,2006,01,02,2006-01-02,12:32:00,3,GA,13,7,50.0,0,0,0.005,0.0,32.3,-81.23,0.0,0.0,0,0,0,0,0,103,0,0,0,EG
14,2006,01,02,2006-01-02,12:44:00,3,GA,13,8,50.0,0,0,0.003,0.0,32.15,-81.38,0.0,0.0,0,0,0,0,0,103,0,0,0,EG
15,2006,01,02,2006-01-02,12:50:00,3,SC,45,1,50.0,0,0,0.003,0.0,32.2,-81.03,0.0,0.0,0,0,0,0,0,53,0,0,0,EG
16,2006,01,02,2006-01-02,13:57:00,3,CA,6,1,59.0,0,0,0.0,0.0,34.1,-117.73,0.0,0.0,0,0,0,0,0,37,0,0,0,EG
17,2006,01,02,2006-01-02,14:35:00,3,KY,21,1,50.0,0,0,0.0,0.0,37.27,-85.57,0.0,0.0,0,0,0,0,0,87,0,0,0,EG
19,2006,01,02,2006-01-02,14:40:00,3,IN,18,1,55.0,0,0,0.0,0.0,38.28,-85.72,0.0,0.0,0,0,0,0,0,19,0,0,0,EG
