om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
1,1976,01,13,1976-01-13,11:15:00,3,MO,29,1,0.0,0,0,0.0,0.0,37.72,-89.87,0.0,0.0,0,0,0,0,0,157,0,0,0,
2,1976,01,13,1976-01-13,12:00:00,3,IL,17,1,58.0,0,0,0.0,0.0,37.75,-89.02,0.0,0.0,0,0,0,0,0,199,0,0,0,
3,1976,01,13,1976-01-13,12:00:00,3,MO,29,2,0.0,0,0,0.0,0.0,37.23,-89.52,0.0,0.0,0,0,0,0,0,201,0,0,0,
4,1976,01,13,1976-01-13,12:52:00,3,IL,17,2,65.0,0,0,0.0,0.0,37.78,-89.25,0.0,0.0,0,0,0,0,0,77,0,0,0,
5,1976,01,13,1976-01-13,12:53:00,3,KY,21,1,60.0,0,0,0.0,0.0,37.07,-88.77,0.0,0.0,0,0,0,0,0,145,0,0,0,
6,1976,01,13,1976-01-13,13:00:00,3,IL,17,3,0.0,0,0,0.0,0.0,37.73,-88.55,0.0,0.0,0,0,0,0,0,165,0,0,0,
7,1976,01,13,1976-01-13,13:00:00,3,IL,17,4,0.0,0,0,0.0,0.0,37.9,-88.92,0.0,0.0,0,0,0,0,0,55,0,0,0,
8,1976,01,13,1976-01-13,13:00:00,3,IL,17,5,0.0,0,0,0.0,0.0,38.32,-88.87,0.0,0.0,0,0,0,0,0,81,0,0,0,
9,1976,01,13,1976-01-13,13:27:00,3,IN,18,1,0.0,0,0,0.0,0.0,38.1,-87.83,0.0,0.0,0,0,0,0,0,129,0,0,0,
10,1976,01,13,1976-01-13,13:30:00,3,IN,18,2,0.0,0,0,0.0,0.0,37.93,-87.05,0.0,0.0,0,0,0,0,0,147,0,0,0,
11,1976,01,13,1976-01-13,13:30:00,3,IN,18,3,0.0,0,0,0.0,0.0,37.98,-87.55,0.0,0.0,0,0,0,0,0,163,0,0,0,
12,1976,01,13,1976-01-13,13:30:00,3,IN,18,4,0.0,0,0,0.0,0.0,38.67,-87.05,0.0,0.0,0,0,0,0,0,27,0,0,0,
13,1976,01,13,1976-01-13,13:32:00,3,KY,21,2,0.0,0,0,0.0,0.0,37.52,-87.7,0.0,0.0,0,0,0,0,0,233,0,0,0,
14,1976,01,13,1976-01-13,13:40:00,3,IN,18,5,0.0,0,0,0.0,0.0,39.0,-86.52,0.0,0.0,0,0,0,0,0,93,0,0,0,
15,1976,01,13,1976-01-13,13:50:00,3,IN,18,6,0.0,0,0,0.0,0.0,37.95,-86.77,0.0,0.0,0,0,0,0,0,147,0,0,0,
16,1976,01,13,1976-01-13,14:00:00,3,IN,18,7,0.0,0,0,0.0,0.0,39.3,-85.95,0.0,0.0,0,0,0,0,0,5,0,0,0,
